Bedrooms,Bedrooms(category),Property Category,Price,Price(with currency),District,Scraped_At
3,3 bedrooms,Furnished 3bdrm Duplex in Asokoro for rent,15000000,"₦ 15,000,000",Asokoro,2026-05-30 13:32:58
4,4 bedrooms,4bdrm Duplex in Asokoro for rent,20000000,"₦ 20,000,000",Asokoro,2026-05-30 13:32:58
3,3 bedrooms,Furnished 3bdrm Apartment in Maitama for rent,12000000,"₦ 12,000,000",Maitama,2026-05-30 13:32:58
3,3 bedrooms,"3bdrm Block of Flats in Naf Valley Estate, Asokoro for rent",10000000,"₦ 10,000,000",Asokoro,2026-05-30 13:32:58
4,4 bedrooms,4bdrm Duplex in Guzape District for rent,13000000,"₦ 13,000,000",Guzape District,2026-05-30 13:32:58
4,4 bedrooms,4bdrm Townhouse / Terrace in Asokoro for rent,12000000,"₦ 12,000,000",Asokoro,2026-05-30 13:32:58
8,8 bedrooms,8bdrm Duplex in Maitama for rent,50000000,"₦ 50,000,000",Maitama,2026-05-30 13:32:58
4,4 bedrooms,4bdrm Duplex in Jabi for rent,12000000,"₦ 12,000,000",Jabi,2026-05-30 13:33:04
2,2 bedrooms,Furnished 2bdrm Apartment in Wuse 2 for rent,17000000,"₦ 17,000,000",Wuse 2,2026-05-30 13:33:04
3,3 bedrooms,Furnished 3bdrm Apartment in Wuse 2 for rent,50750000,"₦ 50,750,000",Wuse 2,2026-05-30 13:33:04
1,1 bedroom,Furnished Studio Apartment in Asokoro for rent,6500000,"₦ 6,500,000",Asokoro,2026-05-30 13:33:04
4,4 bedrooms,Furnished 4bdrm Duplex in Maitama for rent,35000000,"₦ 35,000,000",Maitama,2026-05-30 13:33:04
1,1 bedroom,Studio Apartment in Asokoro for rent,2000000,"₦ 2,000,000",Asokoro,2026-05-30 13:33:04
1,1 bedroom,1bdrm Block of Flats in Maitama for rent,5500000,"₦ 5,500,000",Maitama,2026-05-30 13:33:04
2,2 bedrooms,Furnished 2bdrm Block of Flats in Maitama for rent,20000000,"₦ 20,000,000",Maitama,2026-05-30 13:33:04
2,2 bedrooms,Mini Flat in Asokoro for rent,10599000,"₦ 10,599,000",Asokoro,2026-05-30 13:33:04
3,3 bedrooms,3bdrm Block of Flats in Maitama for rent,12000000,"₦ 12,000,000",Maitama,2026-05-30 13:33:04
3,3 bedrooms,Mini Flat in Wuse 2 for rent,40000000,"₦ 40,000,000",Wuse 2,2026-05-30 13:33:04
3,3 bedrooms,3bdrm Duplex in Life Camp for rent,7500000,"₦ 7,500,000",Life Camp,2026-05-30 13:33:04
5,5 bedrooms,"5bdrm Duplex in Naf Valley Estate, Asokoro for rent",700000000,"₦ 700,000,000",Asokoro,2026-05-30 13:33:04
