Property Category,Price (Per Annum),Location,Scraped_At
4 bedroom terraced duplex for rent,"₦20,000,000","Guzape District, Abuja",2026-06-01 11:14:57
6 bedroom detached duplex for rent,"₦60,000,000","Guzape District, Abuja",2026-06-01 11:14:57
2 bedroom flat / apartment for rent,"₦4,500,000","Nnpc Estate, Life Camp, Abuja",2026-06-01 11:14:57
1 bedroom flat / apartment for rent,"₦6,000,000","Maitama District, Abuja",2026-06-01 11:15:05
4 bedroom terraced duplex for rent,"₦25,000,000","By Police Station, Wuye District, Lugbe District, Abuja",2026-06-01 11:15:05
Office space for rent,"₦150,000","Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:15:05
4 bedroom terraced duplex for rent,"₦8,500,000","By Games Village Estate, Kaura, Abuja",2026-06-01 11:15:05
3 bedroom flat / apartment for rent,"₦7,000,000","Guzape District, Abuja",2026-06-01 11:15:05
4 bedroom terraced duplex for rent,"₦9,000,000","In An Estate Around Godab, Life Camp, Abuja",2026-06-01 11:15:05
Office space for rent,"₦15,000,000","Wuse 2, Abuja",2026-06-01 11:15:05
1 bedroom mini flat (room and parlour) for rent,"₦6,500,000","Aravalli Hills Apartments, Mabushi, Abuja",2026-06-01 11:15:05
5 bedroom detached duplex for rent,"₦25,000,000","Opposite Nicon Junction, Katampe (Main), Katampe, Abuja",2026-06-01 11:15:05
3 bedroom flat / apartment for rent,"₦48,000,000","After Jabi Lake Mall, Jabi, Abuja",2026-06-01 11:15:05
3 bedroom flat / apartment for rent,"₦15,000,000","Off Mohammed Abba Gana Street, Guzape District, Abuja",2026-06-01 11:15:05
2 bedroom flat / apartment for rent,"₦7,000,000","Katampe Extension, Katampe, Abuja",2026-06-01 11:15:05
2 bedroom terraced duplex for rent,"₦9,000,000","Guzape District, Abuja",2026-06-01 11:15:05
3 bedroom flat / apartment for rent,"$45,000","Maitama District, Abuja",2026-06-01 11:15:05
2 bedroom flat / apartment for rent,"₦11,000,000","Gilmore, Jahi, Abuja",2026-06-01 11:15:05
3 bedroom terraced duplex for rent,"₦6,500,000","Extension., Gwarinpa, Abuja",2026-06-01 11:15:05
5 bedroom detached duplex for rent,"₦35,000,000","Wuye, Abuja",2026-06-01 11:15:05
8 bedroom detached duplex for rent,"₦150,000,000","Asokoro District, Abuja",2026-06-01 11:15:05
2 bedroom flat / apartment for rent,"₦5,000,000","Gaduwa, Abuja",2026-06-01 11:15:05
4 bedroom terraced duplex for rent,"₦20,000,000","Asokoro District, Abuja",2026-06-01 11:15:05
6 bedroom terraced duplex for rent,"₦25,000,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:15:05
1 bedroom flat / apartment for rent,"₦6,000,000","Maitama District, Abuja",2026-06-01 11:15:15
4 bedroom terraced duplex for rent,"₦15,000,000","Federal Capital, Asokoro District, Abuja",2026-06-01 11:15:15
3 bedroom flat / apartment for rent,"₦5,500,000","Berger Clinic, Life Camp, Abuja",2026-06-01 11:15:15
2 bedroom flat / apartment for rent,"₦4,000,000","Stella Maris, Life Camp, Abuja",2026-06-01 11:15:15
3 bedroom flat / apartment for rent,"₦6,000,000","By Lento, Jabi, Abuja",2026-06-01 11:15:15
3 bedroom detached duplex for rent,"₦50,000,000","Presidential Villa, Asokoro District, Abuja",2026-06-01 11:15:15
4 bedroom semi-detached duplex for rent,"₦25,000,000","Mabushi, Abuja",2026-06-01 11:15:15
Self contain (single rooms) for rent,"₦2,500,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:15:15
Land for rent,"₦10,000,000","Central Business District, Abuja",2026-06-01 11:15:15
2 bedroom flat / apartment for rent,"₦20,000,000","Wuye, Abuja",2026-06-01 11:15:15
8 bedroom detached duplex for rent,"₦120,000,000","Asokoro District, Abuja",2026-06-01 11:15:15
Land for rent,"₦10,000,000","Central Business District, Abuja",2026-06-01 11:15:15
Commercial land for rent,"₦8,000,000","Garki, Abuja",2026-06-01 11:15:15
5 bedroom detached duplex for rent,"₦50,000,000","Maitama District, Abuja",2026-06-01 11:15:15
4 bedroom terraced duplex for rent,"₦65,000,000","Maitama District, Abuja",2026-06-01 11:15:15
3 bedroom detached bungalow for rent,"₦10,000,000","Efab Queens, Gwarinpa, Abuja",2026-06-01 11:15:15
4 bedroom house for rent,"₦15,000,000","Via Shafa Filling Station, Back Of Capital Hub, Mabushi, Abuja",2026-06-01 11:15:15
3 bedroom terraced duplex for rent,"₦8,000,000","Around Godab, Life Camp, Abuja",2026-06-01 11:15:15
4 bedroom house for rent,"₦50,000","Maitama District, Abuja",2026-06-01 11:15:15
4 bedroom terraced duplex for rent,"₦40,000,000","Maitama District, Abuja",2026-06-01 11:15:15
4 bedroom terraced duplex for rent,"₦9,000,000","Life Camp, Abuja",2026-06-01 11:15:15
1 bedroom flat / apartment for rent,"₦9,000,000","Maitama District, Abuja",2026-06-01 11:15:21
2 bedroom flat / apartment for rent,"₦4,000,000","6th Avenue., Gwarinpa, Abuja",2026-06-01 11:15:21
4 bedroom terraced duplex for rent,"₦40,000,000","Off Panama Street, Maitama District, Abuja",2026-06-01 11:15:21
4 bedroom terraced duplex for rent,"₦15,000,000","Mabushi, Abuja",2026-06-01 11:15:21
5 bedroom detached duplex for rent,"₦35,000,000","Guzape District, Abuja",2026-06-01 11:15:21
5 bedroom detached duplex for rent,"₦40,000,000","Guzape District, Abuja",2026-06-01 11:15:21
2 bedroom flat / apartment for rent,"₦6,000,000","News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:15:21
3 bedroom flat / apartment for rent,"₦10,000,000","Zone 6, Wuse, Abuja",2026-06-01 11:15:21
2 bedroom flat / apartment for rent,"₦8,000,000","Jahi, Abuja",2026-06-01 11:15:21
2 bedroom detached bungalow for rent,"₦8,000,000","Malivelihood Street, Guzape District, Abuja",2026-06-01 11:15:21
5 bedroom semi-detached duplex for rent,"₦50,000,000","Main Maitama, Maitama District, Abuja",2026-06-01 11:15:21
18 bedroom flat / apartment for rent,"₦7,000,000","Lugbe District, Abuja",2026-06-01 11:15:21
9 bedroom detached duplex for rent,"₦100,000,000","Maitama District, Abuja",2026-06-01 11:15:21
3 bedroom flat / apartment for rent,"₦30,000,000","Maitama District, Abuja",2026-06-01 11:15:21
4 bedroom terraced duplex for rent,"₦15,000,000","Guzape District, Abuja",2026-06-01 11:15:21
5 bedroom terraced duplex for rent,"₦25,000,000","Katampe, Abuja",2026-06-01 11:15:21
5 bedroom detached duplex for rent,"₦25,000,000","Jabi, Abuja",2026-06-01 11:15:21
4 bedroom detached duplex for rent,"₦40,000,000","Guzape District, Abuja",2026-06-01 11:15:21
4 bedroom terraced duplex for rent,"₦30,000,000","Guzape District, Abuja",2026-06-01 11:15:21
2 bedroom flat / apartment for rent,"₦4,000,000","News Engineering Dawaki, Dawaki, Gwarinpa, Abuja",2026-06-01 11:15:21
Shop for rent,"₦6,500,000","Off Aminu Kano Crescent, Wuse 2, Abuja",2026-06-01 11:15:21
Conference / meeting / training room for rent,"₦200,000","Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:15:28
4 bedroom semi-detached duplex for rent,"₦9,000,000","Gwarinpa, Abuja",2026-06-01 11:15:28
4 bedroom terraced duplex for rent,"₦15,000,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:15:28
5 bedroom semi-detached duplex for rent,"₦25,000,000","Jabi Main, Jabi, Abuja",2026-06-01 11:15:28
5 bedroom detached duplex for rent,"₦25,000,000","Kado, Abuja",2026-06-01 11:15:28
2 bedroom flat / apartment for rent,"₦2,800,000","Lokogoma District, Abuja",2026-06-01 11:15:28
2 bedroom flat / apartment for rent,"₦12,000,000","Asokoro District, Abuja",2026-06-01 11:15:28
2 bedroom flat / apartment for rent,"₦7,500,000","Katampe, Abuja",2026-06-01 11:15:28
4 bedroom semi-detached duplex for rent,"₦13,000,000","Utako, Abuja",2026-06-01 11:15:28
4 bedroom terraced duplex for rent,"₦11,000,000","Life Camp, Abuja",2026-06-01 11:15:28
3 bedroom flat / apartment for rent,"₦13,000,000","Gilmore, Jahi, Abuja",2026-06-01 11:15:28
3 bedroom flat / apartment for rent,"₦8,000,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:15:28
5 bedroom semi-detached duplex for rent,"₦23,000,000","Asokoro District, Abuja",2026-06-01 11:15:28
3 bedroom terraced duplex for rent,"₦25,000,000","Off Amino Kano, Wuse 2, Abuja",2026-06-01 11:15:28
3 bedroom flat / apartment for rent,"₦8,000,000","By Zartech, Wuye, Abuja",2026-06-01 11:15:28
5 bedroom terraced duplex for rent,"₦50,000,000","Maitama Main, Maitama District, Abuja",2026-06-01 11:15:28
6 bedroom detached duplex for rent,"₦80,000,000","Maitama Main, Maitama District, Abuja",2026-06-01 11:15:28
Office space for rent,"₦27,200,000","Maitama District, Abuja",2026-06-01 11:15:28
4 bedroom house for rent,"₦9,000,000","Life Camp, Abuja",2026-06-01 11:15:28
2 bedroom flat / apartment for rent,"₦7,500,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:15:28
3 bedroom flat / apartment for rent,"₦13,000,000","Guzape District, Abuja",2026-06-01 11:15:28
Conference / meeting / training room for rent,"₦200,000","Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:15:35
2 bedroom terraced duplex for rent,"₦12,000,000","Katampe, Abuja",2026-06-01 11:15:35
3 bedroom flat / apartment for rent,"₦9,000,000","Durumi, Abuja",2026-06-01 11:15:35
4 bedroom terraced duplex for rent,"₦20,000,000","Utako, Abuja",2026-06-01 11:15:35
1 bedroom flat / apartment for rent,"₦6,000,000","Katampe, Abuja",2026-06-01 11:15:35
3 bedroom flat / apartment for rent,"₦8,000,000","Katampe, Abuja",2026-06-01 11:15:35
4 bedroom terraced duplex for rent,"₦19,000,000","Katampe Extension, Katampe, Abuja",2026-06-01 11:15:35
4 bedroom terraced duplex for rent,"₦25,000,000","Zartech, Wuye, Abuja",2026-06-01 11:15:35
3 bedroom flat / apartment for rent,"₦7,000,000","6th Avenue, Gwarinpa, Abuja",2026-06-01 11:15:35
1 bedroom flat / apartment for rent,"₦3,200,000","Durumi, Abuja",2026-06-01 11:15:35
1 bedroom flat / apartment for rent,"₦12,000,000","Mabushi, Abuja",2026-06-01 11:15:35
3 bedroom flat / apartment for rent,"₦8,000,000","Ebitu Ekiwe Street, Jabi, Abuja",2026-06-01 11:15:35
2 bedroom flat / apartment for rent,"₦4,500,000","Area 1 Axis., Durumi, Abuja",2026-06-01 11:15:35
4 bedroom detached duplex for rent,"₦10,000,000","Gaduwa, Abuja",2026-06-01 11:15:35
3 bedroom flat / apartment for rent,"₦5,500,000","Area 1 Axis., Durumi, Abuja",2026-06-01 11:15:35
5 bedroom detached duplex for rent,"₦10,000,000","Gaduwa, Abuja",2026-06-01 11:15:35
2 bedroom flat / apartment for rent,"₦4,500,000","News Engineering Dawaki, Dawaki, Gwarinpa, Abuja",2026-06-01 11:15:35
3 bedroom flat / apartment for rent,"₦5,500,000","Area 1 Axis., Durumi, Abuja",2026-06-01 11:15:35
2 bedroom flat / apartment for rent,"₦8,000,000","Wuse, Abuja",2026-06-01 11:15:35
2 bedroom flat / apartment for rent,"₦2,500,000","Karu, Abuja",2026-06-01 11:15:35
3 bedroom flat / apartment for rent,"₦11,000,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:15:35
1 bedroom flat / apartment for rent,"₦6,000,000","Maitama District, Abuja",2026-06-01 11:15:42
Office space for rent,"₦150,000","Guzape District, Abuja",2026-06-01 11:15:42
3 bedroom detached bungalow for rent,"₦12,000,000","Life Camp, Abuja",2026-06-01 11:15:42
Self contain (single rooms) for rent,"₦1,500,000","Along Pykasa Road, Lugbe District, Abuja",2026-06-01 11:15:42
3 bedroom terraced duplex for rent,"₦8,500,000","Dawaki By Flyover Bridge Axis, Dawaki, Gwarinpa, Abuja",2026-06-01 11:15:42
4 bedroom detached duplex for rent,"₦15,000,000","Guzape District, Abuja",2026-06-01 11:15:42
3 bedroom flat / apartment for rent,"₦6,000,000","Life Camp, Abuja",2026-06-01 11:15:42
Shop for rent,"₦20,300,000","Wuse 2, Abuja",2026-06-01 11:15:42
Office space for rent,"₦35,000,000","Wuse 2, Abuja",2026-06-01 11:15:42
5 bedroom terraced duplex for rent,"₦21,000,000","Gilmore, Jahi, Abuja",2026-06-01 11:15:42
3 bedroom flat / apartment for rent,"₦6,000,000","Life Camp, Abuja",2026-06-01 11:15:42
3 bedroom terraced duplex for rent,"$57,000","Aso Villa, Asokoro District, Abuja",2026-06-01 11:15:42
4 bedroom terraced duplex for rent,"₦40,000,000","Guzape District, Abuja",2026-06-01 11:15:42
Commercial property for rent,"₦18,000,000","Wuse 2, Abuja",2026-06-01 11:15:42
4 bedroom detached duplex for rent,"₦25,000,000","Naf Valley, Asokoro District, Abuja",2026-06-01 11:15:42
2 bedroom house for rent,"₦10,000,000","Akenzua Street, Asokoro District, Abuja",2026-06-01 11:15:42
4 bedroom terraced duplex for rent,"₦15,000,000","Catholic Church Axis, Life Camp, Abuja",2026-06-01 11:15:42
3 bedroom terraced duplex for rent,"₦13,000,000","Guzape District, Abuja",2026-06-01 11:15:42
5 bedroom detached duplex for rent,"₦20,000,000","Kado District, Close To Next Cash And Carry Supermarket., Kado, Abuja",2026-06-01 11:15:42
4 bedroom terraced duplex for rent,"₦65,000,000","Maitama District, Abuja",2026-06-01 11:15:42
3 bedroom flat / apartment for rent,"₦6,000,000","Life Camp, Abuja",2026-06-01 11:15:42
1 bedroom flat / apartment for rent,"₦6,000,000","Maitama District, Abuja",2026-06-01 11:15:48
3 bedroom flat / apartment for rent,"₦12,000,000,000","Army Estate, Kubwa, Abuja",2026-06-01 11:15:48
12 bedroom semi-detached duplex for rent,"₦30,000,000","Close To Ameachi Residence, Asokoro District, Abuja",2026-06-01 11:15:48
3 bedroom detached duplex for rent,"$40,000","Maitama District, Abuja",2026-06-01 11:15:48
2 bedroom flat / apartment for rent,"₦10,000,000","Asokoro District, Abuja",2026-06-01 11:15:48
4 bedroom house for rent,"₦18,000,000","Gilmore, Jahi, Abuja",2026-06-01 11:15:48
4 bedroom detached duplex for rent,"₦8,000,000","Opposite Dunamis, Lugbe District, Abuja",2026-06-01 11:15:48
5 bedroom detached duplex for rent,"₦90,000,000","Maitama District, Abuja",2026-06-01 11:15:48
5 bedroom detached duplex for rent,"₦70,000,000","Wuse 2, Abuja",2026-06-01 11:15:48
4 bedroom semi-detached duplex for rent,"₦7,000,000","Same Global Estate, Lokogoma District, Abuja",2026-06-01 11:15:48
2 bedroom flat / apartment for rent,"₦12,000,000","Katampe Extension, Katampe, Abuja",2026-06-01 11:15:48
3 bedroom flat / apartment for rent,"₦15,000,000","Jahi Golmore, Jahi, Abuja",2026-06-01 11:15:48
2 bedroom flat / apartment for rent,"₦6,000,000","Guzape District, Abuja",2026-06-01 11:15:48
3 bedroom flat / apartment for rent,"₦8,000,000","Katampe, Abuja",2026-06-01 11:15:48
Self contain (single rooms) for rent,"₦5,000,000","Wuye, Abuja",2026-06-01 11:15:48
3 bedroom flat / apartment for rent,"₦7,500,000","Jahi, Abuja",2026-06-01 11:15:48
Plaza / complex / mall for rent,"₦95,000","Dawaki, Gwarinpa, Abuja",2026-06-01 11:15:48
1 bedroom flat / apartment for rent,"₦1,600,000","News Engineering ., Dawaki, Gwarinpa, Abuja",2026-06-01 11:15:48
4 bedroom terraced duplex for rent,"₦16,000,000","Jabi, Abuja",2026-06-01 11:15:48
2 bedroom flat / apartment for rent,"₦7,000,000","Life Camp, Abuja",2026-06-01 11:15:48
6 bedroom detached duplex for rent,"₦180,000,000","Maitama District, Abuja",2026-06-01 11:15:48
1 bedroom flat / apartment for rent,"₦6,000,000","Maitama District, Abuja",2026-06-01 11:15:54
3 bedroom flat / apartment for rent,"₦25,000,000","Aso Drive, Maitama District, Abuja",2026-06-01 11:15:54
Commercial property for rent,"₦35,000,000","Zone A, Apo, Abuja",2026-06-01 11:15:54
3 bedroom flat / apartment for rent,"₦13,000,000","Bellavue Estate, Life Camp, Abuja",2026-06-01 11:15:54
Self contain (single rooms) for rent,"₦1,500,000","American International, Durumi, Abuja",2026-06-01 11:15:54
2 bedroom flat / apartment for rent,"₦6,500,000","Jahi, Abuja",2026-06-01 11:15:54
2 bedroom flat / apartment for rent,"₦3,000,000","Dawaki, Gwarinpa, Abuja",2026-06-01 11:15:54
3 bedroom terraced duplex for rent,"₦50,000,000","Aso Villa Residential Area, Asokoro District, Abuja",2026-06-01 11:15:54
4 bedroom terraced duplex for rent,"₦30,000,000","Maitama District, Abuja",2026-06-01 11:15:54
3 bedroom flat / apartment for rent,"₦25,000,000","Maitama District, Abuja",2026-06-01 11:15:54
2 bedroom flat / apartment for rent,"₦6,000,000","Jahi, Abuja",2026-06-01 11:15:54
3 bedroom flat / apartment for rent,"₦10,000,000","Katampe Extension, Katampe, Abuja",2026-06-01 11:15:54
1 bedroom flat / apartment for rent,"₦6,500,000","Jahi, Abuja",2026-06-01 11:15:54
2 bedroom flat / apartment for rent,"₦11,000,000","Jahi, Abuja",2026-06-01 11:15:54
2 bedroom flat / apartment for rent,"₦7,000,000","Jahi, Abuja",2026-06-01 11:15:54
4 bedroom terraced duplex for rent,"₦12,000,000","Mabushi, Abuja",2026-06-01 11:15:54
Event centre / venue for rent,"₦35,000,000","Apo Resettlement, Apo, Abuja",2026-06-01 11:15:54
4 bedroom terraced duplex for rent,"₦15,000,000","Jahi, Abuja",2026-06-01 11:15:54
2 bedroom flat / apartment for rent,"₦7,000,000","Katampe Extension, Katampe, Abuja",2026-06-01 11:15:54
2 bedroom flat / apartment for rent,"₦42,000,000","Jabi, Abuja",2026-06-01 11:15:54
3 bedroom flat / apartment for rent,"$40,000","Wuse 2, Abuja",2026-06-01 11:15:54
Conference / meeting / training room for rent,"₦200,000","Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:16:02
3 bedroom terraced duplex for rent,"₦7,000,000","Idu-karmo District, After Nizamiyel Hospital ( Turkish Hospital), Idu Industrial, Abuja",2026-06-01 11:16:02
2 bedroom flat / apartment for rent,"₦5,000,000","Lifecamp Extension, Life Camp, Abuja",2026-06-01 11:16:02
2 bedroom flat / apartment for rent,"₦7,000,000","Diplomatic Zone, Katampe Extension, Katampe, Abuja",2026-06-01 11:16:02
4 bedroom terraced duplex for rent,"₦25,000,000","Guzape District, Abuja",2026-06-01 11:16:02
2 bedroom flat / apartment for rent,"₦3,500,000","FO1 Layout, Kubwa, Abuja",2026-06-01 11:16:02
56 bedroom flat / apartment for rent,"$1,300,000","Asokoro District, Abuja",2026-06-01 11:16:02
5 bedroom detached duplex for rent,"₦13,000,000","Maitama 2, Maitama District, Abuja",2026-06-01 11:16:02
3 bedroom flat / apartment for rent,"₦7,000,000","Life Camp, Abuja",2026-06-01 11:16:02
2 bedroom flat / apartment for rent,"₦5,000,000","Life Camp, Abuja",2026-06-01 11:16:02
3 bedroom house for rent,"₦90,000,000","Jahi, Abuja",2026-06-01 11:16:02
4 bedroom detached duplex for rent,"₦6,000,000","Kubwa, Abuja",2026-06-01 11:16:02
Plaza / complex / mall for rent,"₦1,300,000","Off Mike Akhigbe Street, Jabi, Abuja",2026-06-01 11:16:02
5 bedroom terraced duplex for rent,"₦15,000,000","Close To Berger Yard, Life Camp, Abuja",2026-06-01 11:16:02
4 bedroom detached duplex for rent,"₦6,000,000","Kpaduma 3 Community, Guzape District, Abuja",2026-06-01 11:16:02
3 bedroom flat / apartment for rent,"₦10,000,000","Off Mike Akhigbe Street, Jabi, Abuja",2026-06-01 11:16:02
3 bedroom flat / apartment for rent,"₦7,000,000","Behind Vio Office, Mabushi, Abuja",2026-06-01 11:16:02
3 bedroom flat / apartment for rent,"₦5,500,000","Trans Engineering Estate, Dawaki, Gwarinpa, Abuja",2026-06-01 11:16:02
Self contain (single rooms) for rent,"₦2,200,000","Gaduwa, Abuja",2026-06-01 11:16:02
Shop for rent,"₦13,000,000","Wuse 2, Abuja",2026-06-01 11:16:02
Conference / meeting / training room for rent,"₦200,000","Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:16:02
